round,party0_index,party0_name,party1_index,party1_name,proj_dist,payload_dist,party0_norm_eval,party1_norm_eval,party0_sorted_key_eval,party1_sorted_key_eval,party0_unique_token_key_eval,party1_unique_token_key_eval,equivalence_reason
4,623,Léna Emma Tóth,621,Tóth Léna Léna,0,-1,LENA EMMA TOTH,TOTH LENA LENA,EMMA LENA TOTH,LENA LENA TOTH,EMMA LENA TOTH,LENA TOTH,missing_or_extra_token
4,623,Léna Emma Tóth,625,Léna Tóth,0,-1,LENA EMMA TOTH,LENA TOTH,EMMA LENA TOTH,LENA TOTH,EMMA LENA TOTH,LENA TOTH,missing_or_extra_token
4,700,Emine Emine Demir,708,Emine. M. Demir,0,-1,EMINE EMINE DEMIR,EMINE M DEMIR,DEMIR EMINE EMINE,DEMIR EMINE M,DEMIR EMINE,DEMIR EMINE M,missing_or_extra_token
4,700,Emine Emine Demir,735,Emine Demir,0,-1,EMINE EMINE DEMIR,EMINE DEMIR,DEMIR EMINE EMINE,DEMIR EMINE,DEMIR EMINE,DEMIR EMINE,duplicate_token_equivalent
4,1693,Olivia  Petersen,1902,Olivia  Pedersen,0,-1,OLIVIA PETERSEN,OLIVIA PEDERSEN,OLIVIA PETERSEN,OLIVIA PEDERSEN,OLIVIA PETERSEN,OLIVIA PEDERSEN,near_token_edit_distance_le_1
4,56,Ava  Davis,1906,Ava  Davks,0,-1,AVA DAVIS,AVA DAVKS,AVA DAVIS,AVA DAVKS,AVA DAVIS,AVA DAVKS,near_token_edit_distance_le_1
5,347,Matija Natalija Stojanović,367,Matija Stojanović,0,-1,MATIJA NATALIJA STOJANOVIC,MATIJA STOJANOVIC,MATIJA NATALIJA STOJANOVIC,MATIJA STOJANOVIC,MATIJA NATALIJA STOJANOVIC,MATIJA STOJANOVIC,missing_or_extra_token
5,349,Matija Mateo Stojanović,367,Matija Stojanović,0,-1,MATIJA MATEO STOJANOVIC,MATIJA STOJANOVIC,MATEO MATIJA STOJANOVIC,MATIJA STOJANOVIC,MATEO MATIJA STOJANOVIC,MATIJA STOJANOVIC,missing_or_extra_token
5,353,Matija Teo Stojanović,367,Matija Stojanović,0,-1,MATIJA TEO STOJANOVIC,MATIJA STOJANOVIC,MATIJA STOJANOVIC TEO,MATIJA STOJANOVIC,MATIJA STOJANOVIC TEO,MATIJA STOJANOVIC,missing_or_extra_token
5,1222,Matías Camila Miranda,1217,Matías Miranda,0,-1,MATIAS CAMILA MIRANDA,MATIAS MIRANDA,CAMILA MATIAS MIRANDA,MATIAS MIRANDA,CAMILA MATIAS MIRANDA,MATIAS MIRANDA,missing_or_extra_token
5,513,Thomas Leo Brown,500,Thomas Brown,0,-1,THOMAS LEO BROWN,THOMAS BROWN,BROWN LEO THOMAS,BROWN THOMAS,BROWN LEO THOMAS,BROWN THOMAS,missing_or_extra_token
5,570,María José  Ríos,966,María José  Ríis,0,-1,MARIA JOSE RIOS,MARIA JOSE RIIS,JOSE MARIA RIOS,JOSE MARIA RIIS,JOSE MARIA RIOS,JOSE MARIA RIIS,near_token_edit_distance_le_1
5,966,María José  Ríos,570,María Jusé  Ríos,0,-1,MARIA JOSE RIOS,MARIA JUSE RIOS,JOSE MARIA RIOS,JUSE MARIA RIOS,JOSE MARIA RIOS,JUSE MARIA RIOS,near_token_edit_distance_le_1
5,568,Ámbar Mateo Bruno,577,Ámbar Bruno,0,-1,AMBAR MATEO BRUNO,AMBAR BRUNO,AMBAR BRUNO MATEO,AMBAR BRUNO,AMBAR BRUNO MATEO,AMBAR BRUNO,missing_or_extra_token
5,711,Emine Ali Demir,733,Emine Demir,0,-1,EMINE ALI DEMIR,EMINE DEMIR,ALI DEMIR EMINE,DEMIR EMINE,ALI DEMIR EMINE,DEMIR EMINE,missing_or_extra_token
5,711,Emine Ali Demir,735,Emine Demir,0,-1,EMINE ALI DEMIR,EMINE DEMIR,ALI DEMIR EMINE,DEMIR EMINE,ALI DEMIR EMINE,DEMIR EMINE,missing_or_extra_token
5,699,Leon  Wojciechowski,1565,Leon  Wojciechowsbi,0,-1,LEON WOJCIECHOWSKI,LEON WOJCIECHOWSBI,LEON WOJCIECHOWSKI,LEON WOJCIECHOWSBI,LEON WOJCIECHOWSKI,LEON WOJCIECHOWSBI,near_token_edit_distance_le_1
5,1692,Muhammad Ayalah Dahan,1731,Muhammad Dahan,0,-1,MUHAMMAD AYALAH DAHAN,MUHAMMAD DAHAN,AYALAH DAHAN MUHAMMAD,DAHAN MUHAMMAD,AYALAH DAHAN MUHAMMAD,DAHAN MUHAMMAD,missing_or_extra_token
5,1954,Maria Maria Neves,1963,Maria. C. Neves,0,-1,MARIA MARIA NEVES,MARIA C NEVES,MARIA MARIA NEVES,C MARIA NEVES,MARIA NEVES,C MARIA NEVES,missing_or_extra_token
6,104,Ji-a  Shen,143,Ji-a  Shin,0,-1,JI A SHEN,JI A SHIN,A JI SHEN,A JI SHIN,A JI SHEN,A JI SHIN,near_token_edit_distance_le_1
6,967,Barbara Luna Thomas,940,Barbara Thomas,0,-1,BARBARA LUNA THOMAS,BARBARA THOMAS,BARBARA LUNA THOMAS,BARBARA THOMAS,BARBARA LUNA THOMAS,BARBARA THOMAS,missing_or_extra_token
6,1533,Ajda  Hočevar,1784,Atda  Hočevar,0,-1,AJDA HOCEVAR,ATDA HOCEVAR,AJDA HOCEVAR,ATDA HOCEVAR,AJDA HOCEVAR,ATDA HOCEVAR,near_token_edit_distance_le_1
7,1732,Muhammad Lia Dahan,1731,Muhammad Dahan,0,-1,MUHAMMAD LIA DAHAN,MUHAMMAD DAHAN,DAHAN LIA MUHAMMAD,DAHAN MUHAMMAD,DAHAN LIA MUHAMMAD,DAHAN MUHAMMAD,missing_or_extra_token
7,576,Ámbar Ciro Bruno,577,Ámbar Bruno,0,-1,AMBAR CIRO BRUNO,AMBAR BRUNO,AMBAR BRUNO CIRO,AMBAR BRUNO,AMBAR BRUNO CIRO,AMBAR BRUNO,missing_or_extra_token
7,964,Barbara Ava Thomas,940,Barbara Thomas,0,-1,BARBARA AVA THOMAS,BARBARA THOMAS,AVA BARBARA THOMAS,BARBARA THOMAS,AVA BARBARA THOMAS,BARBARA THOMAS,missing_or_extra_token
8,12,Julen Julen Gutiérrez,0,Gutiérrez Julen Ane,0,-1,JULEN JULEN GUTIERREZ,GUTIERREZ JULEN ANE,GUTIERREZ JULEN JULEN,ANE GUTIERREZ JULEN,GUTIERREZ JULEN,ANE GUTIERREZ JULEN,missing_or_extra_token
8,12,Julen Julen Gutiérrez,36,Julen Alex Gutierrez,0,-1,JULEN JULEN GUTIERREZ,JULEN ALEX GUTIERREZ,GUTIERREZ JULEN JULEN,ALEX GUTIERREZ JULEN,GUTIERREZ JULEN,ALEX GUTIERREZ JULEN,missing_or_extra_token
8,1682,Lucas  Moreno,1645,Lucas  Mtreno,0,-1,LUCAS MORENO,LUCAS MTRENO,LUCAS MORENO,LUCAS MTRENO,LUCAS MORENO,LUCAS MTRENO,near_token_edit_distance_le_1
8,1651,Vasileios  Kontos,968,Vqsileios  Kontos,0,-1,VASILEIOS KONTOS,VQSILEIOS KONTOS,KONTOS VASILEIOS,KONTOS VQSILEIOS,KONTOS VASILEIOS,KONTOS VQSILEIOS,near_token_edit_distance_le_1
8,1180,Barbara Barbara Lewis,1210,Barbara. J. Lewis,0,-1,BARBARA BARBARA LEWIS,BARBARA J LEWIS,BARBARA BARBARA LEWIS,BARBARA J LEWIS,BARBARA LEWIS,BARBARA J LEWIS,missing_or_extra_token
8,1642,Lin Ali Levy,1618,Lin Levy,0,-1,LIN ALI LEVY,LIN LEVY,ALI LEVY LIN,LEVY LIN,ALI LEVY LIN,LEVY LIN,missing_or_extra_token
8,1642,Lin Ali Levy,1672,Lin Levy,0,-1,LIN ALI LEVY,LIN LEVY,ALI LEVY LIN,LEVY LIN,ALI LEVY LIN,LEVY LIN,missing_or_extra_token
9,12,Julen Julen Gutiérrez,23,Julen. E. Gutiérrez,0,-1,JULEN JULEN GUTIERREZ,JULEN E GUTIERREZ,GUTIERREZ JULEN JULEN,E GUTIERREZ JULEN,GUTIERREZ JULEN,E GUTIERREZ JULEN,missing_or_extra_token
9,518,Thomas Nathan Brown,500,Thomas Brown,0,-1,THOMAS NATHAN BROWN,THOMAS BROWN,BROWN NATHAN THOMAS,BROWN THOMAS,BROWN NATHAN THOMAS,BROWN THOMAS,missing_or_extra_token
9,1043,I-chun  Chang,579,I-chun  cuáng,0,-1,I CHUN CHANG,I CHUN CUANG,CHANG CHUN I,CHUN CUANG I,CHANG CHUN I,CHUN CUANG I,near_token_edit_distance_le_1
9,700,Emine Emine Demir,736,Emine. A. Demir,0,-1,EMINE EMINE DEMIR,EMINE A DEMIR,DEMIR EMINE EMINE,A DEMIR EMINE,DEMIR EMINE,A DEMIR EMINE,missing_or_extra_token
9,688,Martina  Muñoz,957,Martin  Munoz,0,-1,MARTINA MUNOZ,MARTIN MUNOZ,MARTINA MUNOZ,MARTIN MUNOZ,MARTINA MUNOZ,MARTIN MUNOZ,near_token_edit_distance_le_1
9,1642,Lin Ali Levy,1650,Lin Levy,0,-1,LIN ALI LEVY,LIN LEVY,ALI LEVY LIN,LEVY LIN,ALI LEVY LIN,LEVY LIN,missing_or_extra_token
10,135,Aleksandar Dejan Trajanovski,144,Aleksandar Trajanovski,0,-1,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,missing_or_extra_token
10,135,Aleksandar Dejan Trajanovski,157,Aleksandar Trajanovski,0,-1,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR DEJAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,missing_or_extra_token
11,1538,Liam  Lee,192,piam  Lee,0,-1,LIAM LEE,PIAM LEE,LEE LIAM,LEE PIAM,LEE LIAM,LEE PIAM,near_token_edit_distance_le_1
11,725,Fūma  Fujihara,338,Fūma  Fujohara,0,-1,FUMA FUJIHARA,FUMA FUJOHARA,FUJIHARA FUMA,FUJOHARA FUMA,FUJIHARA FUMA,FUJOHARA FUMA,near_token_edit_distance_le_1
12,1681,Maria  Araújo,160,Maria  Arnújo,0,-1,MARIA ARAUJO,MARIA ARNUJO,ARAUJO MARIA,ARNUJO MARIA,ARAUJO MARIA,ARNUJO MARIA,near_token_edit_distance_le_1
13,1626,Lin Leah Levy,1650,Lin Levy,0,-1,LIN LEAH LEVY,LIN LEVY,LEAH LEVY LIN,LEVY LIN,LEAH LEVY LIN,LEVY LIN,missing_or_extra_token
14,511,Thomas Liam Brown,500,Thomas Brown,0,-1,THOMAS LIAM BROWN,THOMAS BROWN,BROWN LIAM THOMAS,BROWN THOMAS,BROWN LIAM THOMAS,BROWN THOMAS,missing_or_extra_token
14,869,Ji-woo  Gwon,845,Ji-woo  Kwon,0,-1,JI WOO GWON,JI WOO KWON,GWON JI WOO,JI KWON WOO,GWON JI WOO,JI KWON WOO,near_token_edit_distance_le_1
16,1660,Lin Uri Levy,1618,Lin Levy,0,-1,LIN URI LEVY,LIN LEVY,LEVY LIN URI,LEVY LIN,LEVY LIN URI,LEVY LIN,missing_or_extra_token
16,1660,Lin Uri Levy,1650,Lin Levy,0,-1,LIN URI LEVY,LIN LEVY,LEVY LIN URI,LEVY LIN,LEVY LIN URI,LEVY LIN,missing_or_extra_token
16,1618,Lin Niel Levy,1650,Lin Levy,0,-1,LIN NIEL LEVY,LIN LEVY,LEVY LIN NIEL,LEVY LIN,LEVY LIN NIEL,LEVY LIN,missing_or_extra_token
18,1683,Muhammad Sama Dahan,1731,Muhammad Dahan,0,-1,MUHAMMAD SAMA DAHAN,MUHAMMAD DAHAN,DAHAN MUHAMMAD SAMA,DAHAN MUHAMMAD,DAHAN MUHAMMAD SAMA,DAHAN MUHAMMAD,missing_or_extra_token
19,1672,Lin Maya Levy,1650,Lin Levy,0,-1,LIN MAYA LEVY,LIN LEVY,LEVY LIN MAYA,LEVY LIN,LEVY LIN MAYA,LEVY LIN,missing_or_extra_token
19,1672,Lin Maya Levy,1618,Lin Levy,0,-1,LIN MAYA LEVY,LIN LEVY,LEVY LIN MAYA,LEVY LIN,LEVY LIN MAYA,LEVY LIN,missing_or_extra_token
20,1536,Lev Ivan Novikov,1550,Lev Novikov,0,-1,LEV IVAN NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,missing_or_extra_token
23,1536,Lev Ivan Novikov,1527,Lev Novikov,0,-1,LEV IVAN NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,missing_or_extra_token
27,1536,Lev Ivan Novikov,1544,Lev Novikov,0,-1,LEV IVAN NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,IVAN LEV NOVIKOV,LEV NOVIKOV,missing_or_extra_token
28,1660,Lin Uri Levy,1672,Lin Levy,0,-1,LIN URI LEVY,LIN LEVY,LEVY LIN URI,LEVY LIN,LEVY LIN URI,LEVY LIN,missing_or_extra_token
