round,party0_index,party0_name,party1_index,party1_name,proj_dist,payload_dist,party0_norm_eval,party1_norm_eval,party0_sorted_key_eval,party1_sorted_key_eval,party0_unique_token_key_eval,party1_unique_token_key_eval,equivalence_reason
0,858,Mustafa Fatma Kurt,858,Mustafa Fatma Kuryt,0,-1,MUSTAFA FATMA KURT,MUSTAFA FATMA KURYT,FATMA KURT MUSTAFA,FATMA KURYT MUSTAFA,FATMA KURT MUSTAFA,FATMA KURYT MUSTAFA,index_match
0,860,Sofia  Frei,860,Sofia  Frei,0,-1,SOFIA FREI,SOFIA FREI,FREI SOFIA,FREI SOFIA,FREI SOFIA,FREI SOFIA,index_match
0,861,Maryam  Malcah,861,Maryam  Malcjh,0,-1,MARYAM MALCAH,MARYAM MALCJH,MALCAH MARYAM,MALCJH MARYAM,MALCAH MARYAM,MALCJH MARYAM,index_match
0,863,Amelia  Patel,863,Amelia  Patel,0,-1,AMELIA PATEL,AMELIA PATEL,AMELIA PATEL,AMELIA PATEL,AMELIA PATEL,AMELIA PATEL,index_match
0,868,Min-jun  Shin,868,Min-ju n Shin,0,-1,MIN JUN SHIN,MIN JU N SHIN,JUN MIN SHIN,JU MIN N SHIN,JUN MIN SHIN,JU MIN N SHIN,index_match
0,872,Mustafa Hüseyin Kurt,872,Mustfa Hüseyin Kurt,0,-1,MUSTAFA HUSEYIN KURT,MUSTFA HUSEYIN KURT,HUSEYIN KURT MUSTAFA,HUSEYIN KURT MUSTFA,HUSEYIN KURT MUSTAFA,HUSEYIN KURT MUSTFA,index_match
0,873,Mariam  Sahakyan,873,Sahakyan Mariam,0,-1,MARIAM SAHAKYAN,SAHAKYAN MARIAM,MARIAM SAHAKYAN,MARIAM SAHAKYAN,MARIAM SAHAKYAN,MARIAM SAHAKYAN,index_match
0,874,Helena  Martins,874,Helena  Martins,0,-1,HELENA MARTINS,HELENA MARTINS,HELENA MARTINS,HELENA MARTINS,HELENA MARTINS,HELENA MARTINS,index_match
0,875,Sofia  Giuliani,875,Sofia  Giulxani,0,-1,SOFIA GIULIANI,SOFIA GIULXANI,GIULIANI SOFIA,GIULXANI SOFIA,GIULIANI SOFIA,GIULXANI SOFIA,index_match
0,880,Roan  Berisha,880,Berisha Roan,0,-1,ROAN BERISHA,BERISHA ROAN,BERISHA ROAN,BERISHA ROAN,BERISHA ROAN,BERISHA ROAN,index_match
0,881,Nils  Eriksson,881,Eriksson Nils,0,-1,NILS ERIKSSON,ERIKSSON NILS,ERIKSSON NILS,ERIKSSON NILS,ERIKSSON NILS,ERIKSSON NILS,index_match
0,884,Atlas  Möller,884,Atlas  Möller,0,-1,ATLAS MOLLER,ATLAS MOLLER,ATLAS MOLLER,ATLAS MOLLER,ATLAS MOLLER,ATLAS MOLLER,index_match
0,895,Raquel  Cáceres,895,Cáceres Raquel,0,-1,RAQUEL CACERES,CACERES RAQUEL,CACERES RAQUEL,CACERES RAQUEL,CACERES RAQUEL,CACERES RAQUEL,index_match
0,899,Elmar  Scheving,899,Elmr  Scheving,0,-1,ELMAR SCHEVING,ELMR SCHEVING,ELMAR SCHEVING,ELMR SCHEVING,ELMAR SCHEVING,ELMR SCHEVING,index_match
0,900,Oliver  Pettersen,900,Oliver  Pettersen,0,-1,OLIVER PETTERSEN,OLIVER PETTERSEN,OLIVER PETTERSEN,OLIVER PETTERSEN,OLIVER PETTERSEN,OLIVER PETTERSEN,index_match
0,1051,Oscar  Petersen,1051,Oscar  Petersen,0,-1,OSCAR PETERSEN,OSCAR PETERSEN,OSCAR PETERSEN,OSCAR PETERSEN,OSCAR PETERSEN,OSCAR PETERSEN,index_match
0,901,Juan  Vera,901,Vera Juan,0,-1,JUAN VERA,VERA JUAN,JUAN VERA,JUAN VERA,JUAN VERA,JUAN VERA,index_match
0,902,Benicio  Navarro,902,Benicio  Navarro,0,-1,BENICIO NAVARRO,BENICIO NAVARRO,BENICIO NAVARRO,BENICIO NAVARRO,BENICIO NAVARRO,BENICIO NAVARRO,index_match
0,905,Maximiliano  Carvajal,905,Maximiliano  Carvjal,0,-1,MAXIMILIANO CARVAJAL,MAXIMILIANO CARVJAL,CARVAJAL MAXIMILIANO,CARVJAL MAXIMILIANO,CARVAJAL MAXIMILIANO,CARVJAL MAXIMILIANO,index_match
0,1919,William  Møller,1919,Møller William,0,-1,WILLIAM M LLER,M LLER WILLIAM,LLER M WILLIAM,LLER M WILLIAM,LLER M WILLIAM,LLER M WILLIAM,index_match
0,910,Lilit  Grigoryan,910,Lilit  krigoryan,0,-1,LILIT GRIGORYAN,LILIT KRIGORYAN,GRIGORYAN LILIT,KRIGORYAN LILIT,GRIGORYAN LILIT,KRIGORYAN LILIT,index_match
0,1244,Lilit  Grigoryan,1244,Lilit  Graigoryan,0,-1,LILIT GRIGORYAN,LILIT GRAIGORYAN,GRIGORYAN LILIT,GRAIGORYAN LILIT,GRIGORYAN LILIT,GRAIGORYAN LILIT,index_match
0,911,David  Gruber,911,David  Gruber,0,-1,DAVID GRUBER,DAVID GRUBER,DAVID GRUBER,DAVID GRUBER,DAVID GRUBER,DAVID GRUBER,index_match
0,912,Martin  Němec,912,Němec Martin,0,-1,MARTIN NEMEC,NEMEC MARTIN,MARTIN NEMEC,MARTIN NEMEC,MARTIN NEMEC,MARTIN NEMEC,index_match
0,915,Ibai  González,915,Ibai  Gonzalez,0,-1,IBAI GONZALEZ,IBAI GONZALEZ,GONZALEZ IBAI,GONZALEZ IBAI,GONZALEZ IBAI,GONZALEZ IBAI,index_match
0,917,Olivia  O'Sullivan,917,O'Sullivan Olivia,0,-1,OLIVIA O SULLIVAN,O SULLIVAN OLIVIA,O OLIVIA SULLIVAN,O OLIVIA SULLIVAN,O OLIVIA SULLIVAN,O OLIVIA SULLIVAN,index_match
0,921,William Amelia Nelson,921,Willeam Amelia Nelson,0,-1,WILLIAM AMELIA NELSON,WILLEAM AMELIA NELSON,AMELIA NELSON WILLIAM,AMELIA NELSON WILLEAM,AMELIA NELSON WILLIAM,AMELIA NELSON WILLEAM,index_match
0,923,Lyn  Edry,923,Lyn  Edry,0,-1,LYN EDRY,LYN EDRY,EDRY LYN,EDRY LYN,EDRY LYN,EDRY LYN,index_match
0,1739,William Leah Olsen,1739,Williabm Leah Olsen,0,-1,WILLIAM LEAH OLSEN,WILLIABM LEAH OLSEN,LEAH OLSEN WILLIAM,LEAH OLSEN WILLIABM,LEAH OLSEN WILLIAM,LEAH OLSEN WILLIABM,index_match
0,930,Shu-hui  Chhoà,930,Shu-hei  Chhoà,0,-1,SHU HUI CHHOA,SHU HEI CHHOA,CHHOA HUI SHU,CHHOA HEI SHU,CHHOA HUI SHU,CHHOA HEI SHU,index_match
0,935,Hasmik  Mkrtchyan,935,Hasmik  Mkrtchyan,0,-1,HASMIK MKRTCHYAN,HASMIK MKRTCHYAN,HASMIK MKRTCHYAN,HASMIK MKRTCHYAN,HASMIK MKRTCHYAN,HASMIK MKRTCHYAN,index_match
0,936,Ivan  Bondarenko,936,Bondarenko Ivan,0,-1,IVAN BONDARENKO,BONDARENKO IVAN,BONDARENKO IVAN,BONDARENKO IVAN,BONDARENKO IVAN,BONDARENKO IVAN,index_match
0,939,Ji-woo  Sin,939,Ji-wo  Sin,0,-1,JI WOO SIN,JI WO SIN,JI SIN WOO,JI SIN WO,JI SIN WOO,JI SIN WO,index_match
0,970,Barbara Oliver Thomas,970,Thomas Barbara Oliver,0,-1,BARBARA OLIVER THOMAS,THOMAS BARBARA OLIVER,BARBARA OLIVER THOMAS,BARBARA OLIVER THOMAS,BARBARA OLIVER THOMAS,BARBARA OLIVER THOMAS,index_match
0,942,Rayana  Sultanov,942,yayana  Sultanov,0,-1,RAYANA SULTANOV,YAYANA SULTANOV,RAYANA SULTANOV,SULTANOV YAYANA,RAYANA SULTANOV,SULTANOV YAYANA,index_match
0,946,Julie  Černý,946,Julie  Černý,0,-1,JULIE CERNY,JULIE CERNY,CERNY JULIE,CERNY JULIE,CERNY JULIE,CERNY JULIE,index_match
0,1399,Hugo  André,1399,Hulo  André,0,-1,HUGO ANDRE,HULO ANDRE,ANDRE HUGO,ANDRE HULO,ANDRE HUGO,ANDRE HULO,index_match
0,949,Ji-an  Suh,949,Ji-an  Suh,0,-1,JI AN SUH,JI AN SUH,AN JI SUH,AN JI SUH,AN JI SUH,AN JI SUH,index_match
0,951,Tess  Van Dyk,951,Tess  Van Dyk,0,-1,TESS VAN DYK,TESS VAN DYK,DYK TESS VAN,DYK TESS VAN,DYK TESS VAN,DYK TESS VAN,index_match
0,952,Barbara William Thomas,952,Barbara William Thomas,0,-1,BARBARA WILLIAM THOMAS,BARBARA WILLIAM THOMAS,BARBARA THOMAS WILLIAM,BARBARA THOMAS WILLIAM,BARBARA THOMAS WILLIAM,BARBARA THOMAS WILLIAM,index_match
0,957,Martín  Muñoz,957,Martin  Munoz,0,-1,MARTIN MUNOZ,MARTIN MUNOZ,MARTIN MUNOZ,MARTIN MUNOZ,MARTIN MUNOZ,MARTIN MUNOZ,index_match
0,1000,Leo  Ortega,1000,geo  Ortega,0,-1,LEO ORTEGA,GEO ORTEGA,LEO ORTEGA,GEO ORTEGA,LEO ORTEGA,GEO ORTEGA,index_match
0,961,Mei-hui  Ung,961,Mec-hui  Ung,0,-1,MEI HUI UNG,MEC HUI UNG,HUI MEI UNG,HUI MEC UNG,HUI MEI UNG,HUI MEC UNG,index_match
0,963,Esma  Jovanović,963,Esma  Jovanović,0,-1,ESMA JOVANOVIC,ESMA JOVANOVIC,ESMA JOVANOVIC,ESMA JOVANOVIC,ESMA JOVANOVIC,ESMA JOVANOVIC,index_match
0,969,Bogdan  Ciobanu,969,Bogdan  Ciobanu,0,-1,BOGDAN CIOBANU,BOGDAN CIOBANU,BOGDAN CIOBANU,BOGDAN CIOBANU,BOGDAN CIOBANU,BOGDAN CIOBANU,index_match
0,972,Ezekiel  Gomez,972,Gomez Ezekiel,0,-1,EZEKIEL GOMEZ,GOMEZ EZEKIEL,EZEKIEL GOMEZ,EZEKIEL GOMEZ,EZEKIEL GOMEZ,EZEKIEL GOMEZ,index_match
0,973,Patricia  Bennett,973,Patricia  Bennett,0,-1,PATRICIA BENNETT,PATRICIA BENNETT,BENNETT PATRICIA,BENNETT PATRICIA,BENNETT PATRICIA,BENNETT PATRICIA,index_match
0,974,Isla  Davies,974,Ila  Davies,0,-1,ISLA DAVIES,ILA DAVIES,DAVIES ISLA,DAVIES ILA,DAVIES ISLA,DAVIES ILA,index_match
0,977,Aleksandar  Vuković,977,Aleksandar  Vuković,0,-1,ALEKSANDAR VUKOVIC,ALEKSANDAR VUKOVIC,ALEKSANDAR VUKOVIC,ALEKSANDAR VUKOVIC,ALEKSANDAR VUKOVIC,ALEKSANDAR VUKOVIC,index_match
0,979,Charlie  Rose,979,Charliv  Rose,0,-1,CHARLIE ROSE,CHARLIV ROSE,CHARLIE ROSE,CHARLIV ROSE,CHARLIE ROSE,CHARLIV ROSE,index_match
0,981,Rin  Takada,981,Rin  Takada,0,-1,RIN TAKADA,RIN TAKADA,RIN TAKADA,RIN TAKADA,RIN TAKADA,RIN TAKADA,index_match
0,985,Freya  Mitchell,985,Mitchell Freya,0,-1,FREYA MITCHELL,MITCHELL FREYA,FREYA MITCHELL,FREYA MITCHELL,FREYA MITCHELL,FREYA MITCHELL,index_match
0,986,Petar  Knežević,986,Petar  Knežević,0,-1,PETAR KNEZEVIC,PETAR KNEZEVIC,KNEZEVIC PETAR,KNEZEVIC PETAR,KNEZEVIC PETAR,KNEZEVIC PETAR,index_match
0,989,Sara  Eder,989,Ssara  Eder,0,-1,SARA EDER,SSARA EDER,EDER SARA,EDER SSARA,EDER SARA,EDER SSARA,index_match
0,994,Patricia Richard Hernandez,994,Patricia Richard Hernandez,0,-1,PATRICIA RICHARD HERNANDEZ,PATRICIA RICHARD HERNANDEZ,HERNANDEZ PATRICIA RICHARD,HERNANDEZ PATRICIA RICHARD,HERNANDEZ PATRICIA RICHARD,HERNANDEZ PATRICIA RICHARD,index_match
0,997,Francisca  Melo,997,Melo Francisca,0,-1,FRANCISCA MELO,MELO FRANCISCA,FRANCISCA MELO,FRANCISCA MELO,FRANCISCA MELO,FRANCISCA MELO,index_match
0,998,Anna  Bogdanov,998,Anna  Bogdanov,0,-1,ANNA BOGDANOV,ANNA BOGDANOV,ANNA BOGDANOV,ANNA BOGDANOV,ANNA BOGDANOV,ANNA BOGDANOV,index_match
0,1003,Lucas  Campos,1003,Lucas  Campos,0,-1,LUCAS CAMPOS,LUCAS CAMPOS,CAMPOS LUCAS,CAMPOS LUCAS,CAMPOS LUCAS,CAMPOS LUCAS,index_match
0,1007,David  Barišić,1007,Davdi  Barišić,0,-1,DAVID BARISIC,DAVDI BARISIC,BARISIC DAVID,BARISIC DAVDI,BARISIC DAVID,BARISIC DAVDI,index_match
0,1011,Francisco  Ferreira,1011,Francisco  Feryeira,0,-1,FRANCISCO FERREIRA,FRANCISCO FERYEIRA,FERREIRA FRANCISCO,FERYEIRA FRANCISCO,FERREIRA FRANCISCO,FERYEIRA FRANCISCO,index_match
0,1014,Jack  Clarke,1014,Jack  Clarek,0,-1,JACK CLARKE,JACK CLAREK,CLARKE JACK,CLAREK JACK,CLARKE JACK,CLAREK JACK,index_match
0,1017,Muhammad  Ashkenazi,1017,Ashkenazi Muhammad,0,-1,MUHAMMAD ASHKENAZI,ASHKENAZI MUHAMMAD,ASHKENAZI MUHAMMAD,ASHKENAZI MUHAMMAD,ASHKENAZI MUHAMMAD,ASHKENAZI MUHAMMAD,index_match
0,1020,David Linda Cook,1020,David Linda Couk,0,-1,DAVID LINDA COOK,DAVID LINDA COUK,COOK DAVID LINDA,COUK DAVID LINDA,COOK DAVID LINDA,COUK DAVID LINDA,index_match
0,1022,David Elizabeth Cook,1022,David Elizabeth Cook,0,-1,DAVID ELIZABETH COOK,DAVID ELIZABETH COOK,COOK DAVID ELIZABETH,COOK DAVID ELIZABETH,COOK DAVID ELIZABETH,COOK DAVID ELIZABETH,index_match
0,1024,Dorothy  Wood,1024,Wood Dorothy,0,-1,DOROTHY WOOD,WOOD DOROTHY,DOROTHY WOOD,DOROTHY WOOD,DOROTHY WOOD,DOROTHY WOOD,index_match
0,1025,Tomás  Olivares,1025,Tomás  Olivares,0,-1,TOMAS OLIVARES,TOMAS OLIVARES,OLIVARES TOMAS,OLIVARES TOMAS,OLIVARES TOMAS,OLIVARES TOMAS,index_match
0,1026,David Margaret Cook,1026,David Mrgaret Cook,0,-1,DAVID MARGARET COOK,DAVID MRGARET COOK,COOK DAVID MARGARET,COOK DAVID MRGARET,COOK DAVID MARGARET,COOK DAVID MRGARET,index_match
0,1028,Alma  Aguirre,1028,Alma  Aguirrr,0,-1,ALMA AGUIRRE,ALMA AGUIRRR,AGUIRRE ALMA,AGUIRRR ALMA,AGUIRRE ALMA,AGUIRRR ALMA,index_match
0,1029,Sophie  Schwarz,1029,Sophie  Scwharz,0,-1,SOPHIE SCHWARZ,SOPHIE SCWHARZ,SCHWARZ SOPHIE,SCWHARZ SOPHIE,SCHWARZ SOPHIE,SCWHARZ SOPHIE,index_match
0,1031,Martin  Kollár,1031,Mrtin  Kollár,0,-1,MARTIN KOLLAR,MRTIN KOLLAR,KOLLAR MARTIN,KOLLAR MRTIN,KOLLAR MARTIN,KOLLAR MRTIN,index_match
0,1033,Ren  Miyazaki,1033,Miyazaki Ren,0,-1,REN MIYAZAKI,MIYAZAKI REN,MIYAZAKI REN,MIYAZAKI REN,MIYAZAKI REN,MIYAZAKI REN,index_match
0,1038,David Olivia Cook,1038,David Olevia Cook,0,-1,DAVID OLIVIA COOK,DAVID OLEVIA COOK,COOK DAVID OLIVIA,COOK DAVID OLEVIA,COOK DAVID OLIVIA,COOK DAVID OLEVIA,index_match
0,1039,Min-jun  Yoo,1039,pin-jun  Yoo,0,-1,MIN JUN YOO,PIN JUN YOO,JUN MIN YOO,JUN PIN YOO,JUN MIN YOO,JUN PIN YOO,index_match
0,1040,Regina  Méndez,1040,Regina  Méndea,0,-1,REGINA MENDEZ,REGINA MENDEA,MENDEZ REGINA,MENDEA REGINA,MENDEZ REGINA,MENDEA REGINA,index_match
0,1042,Yua  Hashimoto,1042,Yua  Hashimoto,0,-1,YUA HASHIMOTO,YUA HASHIMOTO,HASHIMOTO YUA,HASHIMOTO YUA,HASHIMOTO YUA,HASHIMOTO YUA,index_match
0,1048,Haruna  Nakashima,1048,Haruna  Nakashima,0,-1,HARUNA NAKASHIMA,HARUNA NAKASHIMA,HARUNA NAKASHIMA,HARUNA NAKASHIMA,HARUNA NAKASHIMA,HARUNA NAKASHIMA,index_match
0,1308,Sakura  Yamazaki,1308,Yamazaki Sakura,0,-1,SAKURA YAMAZAKI,YAMAZAKI SAKURA,SAKURA YAMAZAKI,SAKURA YAMAZAKI,SAKURA YAMAZAKI,SAKURA YAMAZAKI,index_match
0,1232,Ha-rin  Min,1232,Ha-rhn  Min,0,-1,HA RIN MIN,HA RHN MIN,HA MIN RIN,HA MIN RHN,HA MIN RIN,HA MIN RHN,index_match
0,1623,Lin Maria Levy,1623,in Maria Levy,0,-1,LIN MARIA LEVY,IN MARIA LEVY,LEVY LIN MARIA,IN LEVY MARIA,LEVY LIN MARIA,IN LEVY MARIA,index_match
0,1054,Florence  Brown,1054,Florence  Brown,0,-1,FLORENCE BROWN,FLORENCE BROWN,BROWN FLORENCE,BROWN FLORENCE,BROWN FLORENCE,BROWN FLORENCE,index_match
0,1060,Ha-rin  Kim,1060,Ha-rin  Kim,0,-1,HA RIN KIM,HA RIN KIM,HA KIM RIN,HA KIM RIN,HA KIM RIN,HA KIM RIN,index_match
0,1062,Mia  Salinas,1062,Salinas Mia,0,-1,MIA SALINAS,SALINAS MIA,MIA SALINAS,MIA SALINAS,MIA SALINAS,MIA SALINAS,index_match
0,1063,Ju-won  Chun,1063,Ju-won  Chtn,0,-1,JU WON CHUN,JU WON CHTN,CHUN JU WON,CHTN JU WON,CHUN JU WON,CHTN JU WON,index_match
0,1065,Antonio  Núñez,1065,Núñez Antonio,0,-1,ANTONIO NUNEZ,NUNEZ ANTONIO,ANTONIO NUNEZ,ANTONIO NUNEZ,ANTONIO NUNEZ,ANTONIO NUNEZ,index_match
0,1069,Ajda  Kastelic,1069,Ajda  Kastelic,0,-1,AJDA KASTELIC,AJDA KASTELIC,AJDA KASTELIC,AJDA KASTELIC,AJDA KASTELIC,AJDA KASTELIC,index_match
0,1071,Ha-yoon Eun-woo Chang,1071,Ha-yoon Eu-woo Chang,0,-1,HA YOON EUN WOO CHANG,HA YOON EU WOO CHANG,CHANG EUN HA WOO YOON,CHANG EU HA WOO YOON,CHANG EUN HA WOO YOON,CHANG EU HA WOO YOON,index_match
0,1075,Chih-ming  Lîm,1075,Chih-ming  Lîm,0,-1,CHIH MING LIM,CHIH MING LIM,CHIH LIM MING,CHIH LIM MING,CHIH LIM MING,CHIH LIM MING,index_match
0,1080,Arthur  François,1080,Arthur  Fradçois,0,-1,ARTHUR FRANCOIS,ARTHUR FRADCOIS,ARTHUR FRANCOIS,ARTHUR FRADCOIS,ARTHUR FRANCOIS,ARTHUR FRADCOIS,index_match
0,1090,Liam Taim Ochion,1090,Liam Taim Ochion,0,-1,LIAM TAIM OCHION,LIAM TAIM OCHION,LIAM OCHION TAIM,LIAM OCHION TAIM,LIAM OCHION TAIM,LIAM OCHION TAIM,index_match
0,1095,Liam Ayalah Ochion,1095,Liam Ayalaah Ochion,0,-1,LIAM AYALAH OCHION,LIAM AYALAAH OCHION,AYALAH LIAM OCHION,AYALAAH LIAM OCHION,AYALAH LIAM OCHION,AYALAAH LIAM OCHION,index_match
0,1097,Bishal  Maharjan,1097,Maharjan Bishal,0,-1,BISHAL MAHARJAN,MAHARJAN BISHAL,BISHAL MAHARJAN,BISHAL MAHARJAN,BISHAL MAHARJAN,BISHAL MAHARJAN,index_match
0,1098,Samantha  Rodriguez,1098,Samanaha  Rodriguez,0,-1,SAMANTHA RODRIGUEZ,SAMANAHA RODRIGUEZ,RODRIGUEZ SAMANTHA,RODRIGUEZ SAMANAHA,RODRIGUEZ SAMANTHA,RODRIGUEZ SAMANAHA,index_match
0,1099,Grace  Taylor,1099,Taylor Grace,0,-1,GRACE TAYLOR,TAYLOR GRACE,GRACE TAYLOR,GRACE TAYLOR,GRACE TAYLOR,GRACE TAYLOR,index_match
0,1104,Valentina  Orozco,1104,Vallentina  Orozco,0,-1,VALENTINA OROZCO,VALLENTINA OROZCO,OROZCO VALENTINA,OROZCO VALLENTINA,OROZCO VALENTINA,OROZCO VALLENTINA,index_match
0,1105,Sō  Taketa,1105,Sō  Taketa,0,-1,SO TAKETA,SO TAKETA,SO TAKETA,SO TAKETA,SO TAKETA,SO TAKETA,index_match
0,1106,Mattia  Mariani,1106,Mattia  Marieani,0,-1,MATTIA MARIANI,MATTIA MARIEANI,MARIANI MATTIA,MARIEANI MATTIA,MARIANI MATTIA,MARIEANI MATTIA,index_match
0,1107,Liam Ibrahim Ochion,1107,Liam Ibrahim Ochion,0,-1,LIAM IBRAHIM OCHION,LIAM IBRAHIM OCHION,IBRAHIM LIAM OCHION,IBRAHIM LIAM OCHION,IBRAHIM LIAM OCHION,IBRAHIM LIAM OCHION,index_match
0,1113,Liam Jori Ochion,1113,Ochion Liam Jori,0,-1,LIAM JORI OCHION,OCHION LIAM JORI,JORI LIAM OCHION,JORI LIAM OCHION,JORI LIAM OCHION,JORI LIAM OCHION,index_match
0,1114,Matvey  Lebedev,1114,Lebedev Matvey,0,-1,MATVEY LEBEDEV,LEBEDEV MATVEY,LEBEDEV MATVEY,LEBEDEV MATVEY,LEBEDEV MATVEY,LEBEDEV MATVEY,index_match
0,1116,Lia  Golan,1116,Lpa  Golan,0,-1,LIA GOLAN,LPA GOLAN,GOLAN LIA,GOLAN LPA,GOLAN LIA,GOLAN LPA,index_match
0,1118,Chun-hung  Chhoà,1118,Chhoà Chun-hung,0,-1,CHUN HUNG CHHOA,CHHOA CHUN HUNG,CHHOA CHUN HUNG,CHHOA CHUN HUNG,CHHOA CHUN HUNG,CHHOA CHUN HUNG,index_match
0,1120,Ambra  Kuqi,1120,Kuqi Ambra,0,-1,AMBRA KUQI,KUQI AMBRA,AMBRA KUQI,AMBRA KUQI,AMBRA KUQI,AMBRA KUQI,index_match
0,1121,Liam Lavi Ochion,1121,Liam Lavi Ochion,0,-1,LIAM LAVI OCHION,LIAM LAVI OCHION,LAVI LIAM OCHION,LAVI LIAM OCHION,LAVI LIAM OCHION,LAVI LIAM OCHION,index_match
0,1124,Solomiya  Bondarenko,1124,Solomiya  Bonbarenko,0,-1,SOLOMIYA BONDARENKO,SOLOMIYA BONBARENKO,BONDARENKO SOLOMIYA,BONBARENKO SOLOMIYA,BONDARENKO SOLOMIYA,BONBARENKO SOLOMIYA,index_match
0,1125,Thiago  Quiroga,1125,Quiroga Thiago,0,-1,THIAGO QUIROGA,QUIROGA THIAGO,QUIROGA THIAGO,QUIROGA THIAGO,QUIROGA THIAGO,QUIROGA THIAGO,index_match
0,1126,Ella  Bengtsson,1126,Ella  Bengtsson,0,-1,ELLA BENGTSSON,ELLA BENGTSSON,BENGTSSON ELLA,BENGTSSON ELLA,BENGTSSON ELLA,BENGTSSON ELLA,index_match
0,1130,Gabriel  Araújo,1130,Gabriel  Amaújo,0,-1,GABRIEL ARAUJO,GABRIEL AMAUJO,ARAUJO GABRIEL,AMAUJO GABRIEL,ARAUJO GABRIEL,AMAUJO GABRIEL,index_match
0,1138,Victoria  González,1138,Victoria  González,0,-1,VICTORIA GONZALEZ,VICTORIA GONZALEZ,GONZALEZ VICTORIA,GONZALEZ VICTORIA,GONZALEZ VICTORIA,GONZALEZ VICTORIA,index_match
0,1141,Sōma  Hashimoto,1141,Sōma  Hashiomto,0,-1,SOMA HASHIMOTO,SOMA HASHIOMTO,HASHIMOTO SOMA,HASHIOMTO SOMA,HASHIMOTO SOMA,HASHIOMTO SOMA,index_match
0,1149,Lara Dominik Kiss,1149,Laqa Dominik Kiss,0,-1,LARA DOMINIK KISS,LAQA DOMINIK KISS,DOMINIK KISS LARA,DOMINIK KISS LAQA,DOMINIK KISS LARA,DOMINIK KISS LAQA,index_match
0,1155,Lara Zalán Kiss,1155,Lara Zalán Kiws,0,-1,LARA ZALAN KISS,LARA ZALAN KIWS,KISS LARA ZALAN,KIWS LARA ZALAN,KISS LARA ZALAN,KIWS LARA ZALAN,index_match
0,1156,Lara Ádám Kiss,1156,Kiss Lara Ádám,0,-1,LARA ADAM KISS,KISS LARA ADAM,ADAM KISS LARA,ADAM KISS LARA,ADAM KISS LARA,ADAM KISS LARA,index_match
0,1161,Ha-eun  No,1161,Ha-euhn  No,0,-1,HA EUN NO,HA EUHN NO,EUN HA NO,EUHN HA NO,EUN HA NO,EUHN HA NO,index_match
0,1385,Ha-eun  Yoo,1385,Yoo Ha-eun,0,-1,HA EUN YOO,YOO HA EUN,EUN HA YOO,EUN HA YOO,EUN HA YOO,EUN HA YOO,index_match
0,1163,Mila  Vidović,1163,Mila  gidović,0,-1,MILA VIDOVIC,MILA GIDOVIC,MILA VIDOVIC,GIDOVIC MILA,MILA VIDOVIC,GIDOVIC MILA,index_match
0,1164,Ao  Sakamoto,1164,Sakamoto Ao,0,-1,AO SAKAMOTO,SAKAMOTO AO,AO SAKAMOTO,AO SAKAMOTO,AO SAKAMOTO,AO SAKAMOTO,index_match
0,1165,Mustafa  Yılmaz,1165,Mustafa  Yılmuz,0,-1,MUSTAFA YILMAZ,MUSTAFA YILMUZ,MUSTAFA YILMAZ,MUSTAFA YILMUZ,MUSTAFA YILMAZ,MUSTAFA YILMUZ,index_match
0,1169,Susan  Stewart,1169,Susan  Stewarht,0,-1,SUSAN STEWART,SUSAN STEWARHT,STEWART SUSAN,STEWARHT SUSAN,STEWART SUSAN,STEWARHT SUSAN,index_match
0,1170,Oliver  Jørgensen,1170,Oiver  Jørgensen,0,-1,OLIVER J RGENSEN,OIVER J RGENSEN,J OLIVER RGENSEN,J OIVER RGENSEN,J OLIVER RGENSEN,J OIVER RGENSEN,index_match
0,1173,Mei-hui  Teo,1173,Teo Mei-hui,0,-1,MEI HUI TEO,TEO MEI HUI,HUI MEI TEO,HUI MEI TEO,HUI MEI TEO,HUI MEI TEO,index_match
0,1174,Jennifer  Thompson,1174,Thompson Jennifer,0,-1,JENNIFER THOMPSON,THOMPSON JENNIFER,JENNIFER THOMPSON,JENNIFER THOMPSON,JENNIFER THOMPSON,JENNIFER THOMPSON,index_match
0,1788,Ji-yoo  Shen,1788,Ji-yno  Shen,0,-1,JI YOO SHEN,JI YNO SHEN,JI SHEN YOO,JI SHEN YNO,JI SHEN YOO,JI SHEN YNO,index_match
0,1179,Dániel  Farkas,1179,Farkas Dániel,0,-1,DANIEL FARKAS,FARKAS DANIEL,DANIEL FARKAS,DANIEL FARKAS,DANIEL FARKAS,DANIEL FARKAS,index_match
0,1183,Barbara Maria Lewis,1183,Barbara Maria Lewis,0,-1,BARBARA MARIA LEWIS,BARBARA MARIA LEWIS,BARBARA LEWIS MARIA,BARBARA LEWIS MARIA,BARBARA LEWIS MARIA,BARBARA LEWIS MARIA,index_match
0,1186,Maximiliano  Moreno,1186,Maximiliano  Moreno,0,-1,MAXIMILIANO MORENO,MAXIMILIANO MORENO,MAXIMILIANO MORENO,MAXIMILIANO MORENO,MAXIMILIANO MORENO,MAXIMILIANO MORENO,index_match
0,1187,Delfina  Godoy,1187,Delfina  Godoy,0,-1,DELFINA GODOY,DELFINA GODOY,DELFINA GODOY,DELFINA GODOY,DELFINA GODOY,DELFINA GODOY,index_match
